4FGL J0031.5-5648,  7.8986,-56.8069,   6.012,1.3885E-10,1.5553E-12,PowerLaw,  1.9894,  1.8778,  0.1108, , 
4FGL J0032.3-5522,  8.0778,-55.3668,  13.322,4.4725E-10,3.7737E-12,LogParabola,  2.2829,  2.1189,  0.1688,bcu,SUMSS J003210-552228
4FGL J0032.3-5539,  8.0971,-55.6642,   5.099,3.2104E-11,6.3690E-13,PowerLaw,  1.3986,  1.3380,  0.1037, , 
4FGL J0032.4-2849,  8.1076,-28.8224,   7.377,1.6424E-10,2.0990E-12,PowerLaw,  2.3643,  2.3034,  0.0910,bll,PMN J0032-2849
4FGL J0033.3-2040,  8.3457,-20.6674,   4.356,6.9357E-11,8.5370E-13,PowerLaw,  1.8055,  1.7403,  0.0848,bll,RBS 0075
4FGL J0033.5-1921,  8.3954,-19.3593,  67.090,2.7880E-09,2.9826E-11,LogParabola,  1.7603,  1.6196,  0.0724,bll,KUV 00311-1938
4FGL J0033.9+3858,  8.4830, 38.9716,   9.139,2.4239E-10,3.4004E-12,PowerLaw,  2.4576,  2.4149,  0.0508,bcu,MG3 J003408+3901
4FGL J0034.0-4116,  8.5142,-41.2708,   9.472,1.9304E-10,3.1341E-12,PowerLaw,  2.5772,  2.5725,  0.0190,bcu,PKS 0031-415
4FGL J0034.3-0534,  8.5961, -5.5809,  57.632,2.7085E-09,2.0709E-11,PLSuperExpCutoff,  2.2082,  1.9896,  0.2333,PSR,PSR J0034-0534
4FGL J0034.6+6438,  8.6619, 64.6393,   7.938,5.5716E-10,7.5697E-12,PowerLaw,  2.4277,  2.3711,  0.1589, , 
4FGL J0035.0-5728,  8.7521,-57.4714,   6.069,1.1403E-10,2.2131E-12,PowerLaw,  2.7021,  2.6550,  0.0715,bcu,PMN J0035-5726
4FGL J0035.2+1514,  8.8123, 15.2405,  31.939,1.1626E-09,1.1470E-11,LogParabola,  1.8548,  1.7176,  0.0811,bll,RX J0035.2+1515
4FGL J0035.2-1739,  8.8173,-17.6621,   5.449,8.2540E-11,1.0440E-12,PowerLaw,  1.7724,  1.6747,  0.0791, , 
4FGL J0035.8-0837,  8.9577, -8.6324,   4.438,1.1782E-10,1.3123E-12,PowerLaw,  2.1030,  1.9748,  0.2583,bll,PMN J0035-0836
4FGL J0035.8+6131,  8.9684, 61.5234,   6.193,3.6460E-10,7.1004E-12,PowerLaw,  2.7044,  2.6316,  0.1115,bcu,LQAC 008+061
4FGL J0035.9+5950,  8.9823, 59.8334,  64.345,3.3260E-09,3.9876E-11,LogParabola,  1.7617,  1.6615,  0.0519,bll,1ES 0033+595
4FGL J0036.9+1832,  9.2340, 18.5424,   9.327,2.7619E-10,3.5981E-12,PowerLaw,  2.3853,  2.3209,  0.1125,bcu,CRATES J003659.39+183203.7
4FGL J0037.2-2653,  9.3140,-26.8927,   3.532,7.9564E-11,9.9855E-13,PowerLaw,  2.3432,  0.8826,  0.9966, , 
4FGL J0037.6+3653,  9.4045, 36.8964,   6.114,1.8145E-10,2.2939E-12,PowerLaw,  2.3518,  2.2677,  0.1073,fsrq,4C +36.01
4FGL J0037.8+1239,  9.4695, 12.6527,  20.483,7.2961E-10,8.4148E-12,PowerLaw,  2.2158,  2.2196, -0.0046,bll,NVSS J003750+123818
4FGL J0037.9+2612,  9.4823, 26.2010,   5.729,1.5268E-10,2.2037E-12,PowerLaw,  2.4828,  2.3657,  0.1494,bll,WISE J003719.15+261312.6
4FGL J0038.1+0012,  9.5394,  0.2118,  16.238,4.2126E-10,4.6888E-12,PowerLaw,  2.0261,  2.0067,  0.0215,bll,NVSS J003808+001336
4FGL J0038.2-2459,  9.5652,-24.9899,  43.556,1.4488E-09,1.4218E-11,LogParabola,  2.2622,  2.1646,  0.0891,fsrq,PKS 0035-252
4FGL J0038.7-0204,  9.6899, -2.0722,   8.999,1.7131E-10,4.4922E-12,PowerLaw,  2.8872,  2.7456,  0.2236,rdg,3C 17
4FGL J0039.0-0946,  9.7556, -9.7828,  10.678,2.3315E-10,4.4446E-12,PowerLaw,  2.6903,  2.6325,  0.0980,fsrq,TXS 0036-099
4FGL J0039.1-2219,  9.7782,-22.3276,  12.065,2.3676E-10,3.0308E-12,PowerLaw,  1.7587,  1.7530,  0.0047,bcu,PMN J0039-2220
4FGL J0039.1+6257,  9.7862, 62.9603,  23.299,1.9824E-09,9.8200E-12,LogParabola,  2.3402,  1.9055,  0.5618, , 
4FGL J0039.1+4330,  9.7994, 43.5122,   8.906,2.1890E-10,2.4315E-12,PowerLaw,  2.0589,  2.0064,  0.1531,bcu,NVSS J003907+433015
4FGL J0039.7+4203,  9.9411, 42.0653,   5.213,1.3980E-10,1.7920E-12,PowerLaw,  2.3677,  2.3611,  0.0230, , 
4FGL J0040.2-2725, 10.0618,-27.4282,   4.730,9.3767E-11,1.4508E-12,PowerLaw,  2.5401,  2.5661, -0.0520, , 
4FGL J0040.3+4050, 10.0989, 40.8362,   9.332,2.1754E-10,2.4889E-12,PowerLaw,  1.9257,  1.9843, -0.0750,bll,B3 0037+405
4FGL J0040.4-2340, 10.1012,-23.6704,   8.106,1.8322E-10,2.3110E-12,PowerLaw,  2.3492,  2.3080,  0.0519,bll,PMN J0040-2340
4FGL J0040.7-7157, 10.1921,-71.9657,   8.103,1.8361E-10,2.0400E-12,PowerLaw,  2.0502,  1.8142,  0.3326, , 
4FGL J0040.9+3203, 10.2393, 32.0529,   4.533,1.3853E-10,1.7730E-12,PowerLaw,  2.3659,  1.9743,  0.5085,bcu,TXS 0038+319
4FGL J0041.3+6052, 10.3430, 60.8783,  11.177,5.8521E-10,7.6008E-12,LogParabola,  2.7534,  2.8617,  0.5618,bcu,NVSS J004058+605407
